"","Closeness.bool","Betweenness.bool","Degree.bool","Eigenvector.bool","Overlap.bool","Keyplay.bool","ego","q1.profession.df.vq","q2a.currently.working.vq","q2b.how.long.work.vq","q2c.when.leave.work.vq","q3.rate.econ.conditions.vq","q4.rate.env.conditions.vq","q5.rate.comm.agencies.vq","q6a.attended.GADNR.mtg.vq","q6b.GADNR.mtg.topic.vq","q6c.GADNR.why.not.mtg.vq","q7a.primary.dock.vq","q7b.active.dock.relationship.vq","q7c.time.worked.w.dock.vq","q7d.ended.dock.relationship.vq","q8a.observed.decline.harvest.vq","q8b.harvest.decline.location.vq","q8c.still.fish.decline.locations.vq","q9a.harvest.multiple.sp.vq","q9b.sell.to.single.dock.vq","q9c.earned.per.species.vq","q9d.why.sell.multiple.docks.vq","q10.docks.difficulty.selling.vq","q11a.change.docks.vq","q11b.change.docks.explain.vq","q11c.change.docks.freq.vq","q12a.decline.in.catch.vq","q12b.explain.decline.vq","q12c.which.spp.decline.vq","q12d.severity.decline.vq","q13a.decline.affect.business.vq","q13b.severity.decline.business.vq","q14.agency.mtg.attend.vq","q15.folks.contact.gvmt.vq","q15b.name.folks.contact.gvmt.vq","q15c.name.agencies.contacted.vq","q15d.reasons.agency.contact.vq","q16a.attendance.mtg.beneficial.vq","q16b.attendance.mtg.expl.vq","q17.agencies.helpful.vq","q18.agencies.not.helpful.vq","q19.probs.agencies.could.solve.vq","q20a.should.orgs.do.more.vq","q20b.how.should.orgs.help.vq","q21.reg.change.open.water.May15.vq","q22.reg.change.close.water.Dec31.vq","q23.reg.change.open.sounds.vq","q24.blackgill.change.fishing.vq","q25a.blackgill.concern.dockmates.vq","q25b.blackgill.concern.dockmates.strength.vq","q26a.seen.blackgill.vq","q26b.where.seen.blackgill.vq"
"119",0,0,0,0,0,0,"Mendoza, Linda","Commercial crabbers or dealer","No","N/A","Open Response","Poor","Very pressing","Very Poor","Yes","Open Response","N/A","Brunswick Dock","Yes","11","N/A","No","N/A","N/A","Yes","No","N/A","Open response","No","Yes","Open response","Very rarely (change dock less than 1 time/year","No","N/A","N/A","N/A","No","N/A","Georgia Department of Natural Resources","No","N/A","N/A","Reasons for contacting agency","No","N/A","Georgia Sea Grant","Southern Shrimp Alliance","Problems agencies could help solve","No","N/A","Very unlikely","Neither likely nor unlikely","Neither likely nor unlikely","Significantly","Yes","Somewhat strong","Yes","North of Savannah"
"120",0,0,0,0,0,0,"Kosmerl, Taylor","Commercial fisherman","No","N/A","Open Response","Very good","Moderately pressing","Very good","Yes","Open Response","N/A","South GA Dock","No","N/A","15","No","N/A","N/A","Yes","Yes","Open response","N/A","Yes","Yes","Open response","Very often (change dock 1 or more times/month)","Yes","Harvest decline explanation","Declining species","Neither","No","N/A","Georgia Department of Natural Resources","No","N/A","N/A","Reasons for contacting agency","No","N/A","Georgia Shrimping Association (Wild Georgia Shrimp)","Georgia Sea Grant","Problems agencies could help solve","No","N/A","Neither likely nor unlikely","Neither likely nor unlikely","Neither likely nor unlikely","Insignificantly","Yes","Very strong","No","N/A"
"121",0,0,0,0,0,0,"Hasan-Watson, Maliek","Commercial crabbers or dealer","Yes","39","N/A","Very Poor","Slightly pressing","Fair","Yes","Open Response","N/A","South GA Dock","No","N/A","6","No","N/A","N/A","No","N/A","N/A","N/A","Yes","No","Open response","Very often (change dock 1 or more times/month)","Yes","Harvest decline explanation","Declining species","Not severe","No","N/A","Georgia Department of Natural Resources","Yes","Name of dock/fisher","Georgia Department of Natural Resources","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Shrimping Association (Wild Georgia Shrimp)","Other (please insert)","Problems agencies could help solve","Yes","Help suggestions","Likely","Very likely","Likely","Significantly","Yes","Not very strong","No","N/A"
"122",0,0,0,0,0,0,"Lopez, Paige","Commercial fisherman","Yes","10","N/A","Good","Pressing","Poor","Yes","Open Response","N/A","South GA Dock","No","N/A","12","No","N/A","N/A","No","N/A","N/A","N/A","Yes","Yes","Open response","Very rarely (change dock less than 1 time/year","Yes","Harvest decline explanation","Declining species","Severe","Yes","Not severe","Georgia Shrimping Association (Wild Georgia Shrimp)","Yes","Name of dock/fisher","Other (please insert)","Reasons for contacting agency","Yes","Benefit from attendance explained","Southern Shrimp Alliance","Georgia Sea Grant","Problems agencies could help solve","No","N/A","Very likely","Unlikely","Very likely","Very insignificantly","Yes","Somewhat strong","No","N/A"
"123",0,0,0,0,0,0,"Keil, Ashley","Commercial fisherman","No","N/A","Open Response","Good","Moderately pressing","Very good","No","N/A","Open Response","Brunswick Dock","Yes","16","N/A","No","N/A","N/A","Yes","No","N/A","Open response","No","No","Open response","Rarely (change dock 1 time per 9 months","No","N/A","N/A","N/A","No","N/A","Other (please insert)","Yes","Name of dock/fisher","Georgia Shrimping Association (Wild Georgia Shrimp)","Reasons for contacting agency","Yes","Benefit from attendance explained","Other (please insert)","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Unlikely","Very unlikely","Very unlikely","Significantly","Yes","Very strong","Yes","Between St. Simons Island and Sapelo Island"
"124",0,0,0,0,0,0,"Pierce, John","Shellfish gatherer","Yes","38","N/A","Fair","Pressing","Very Poor","Yes","Open Response","N/A","Piedmont Dock","No","N/A","9","No","N/A","N/A","Yes","Yes","Open response","N/A","Yes","Yes","Open response","Often (change dock 1 time/3 months)","Yes","Harvest decline explanation","Declining species","Very not severe","Yes","Severe","Southern Shrimp Alliance","Yes","Name of dock/fisher","Southern Shrimp Alliance","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Department of Natural Resources","Georgia Shrimping Association (Wild Georgia Shrimp)","Problems agencies could help solve","Yes","Help suggestions","Very unlikely","Likely","Likely","Very insignificantly","No","N/A","Yes","North of Savannah"
"125",0,0,0,0,0,0,"Yanez, Walter","Commercial fisherman","No","N/A","Open Response","Poor","Moderately pressing","Poor","No","N/A","Open Response","Savannah Dock","No","N/A","1","Yes","Between Sapelo Island and Savannah","Yes","No","N/A","N/A","N/A","No","Yes","Open response","Rarely (change dock 1 time per 9 months","Yes","Harvest decline explanation","Declining species","Neither","Yes","Neither","Georgia Sea Grant","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Shrimping Association (Wild Georgia Shrimp)","Georgia Department of Natural Resources","Problems agencies could help solve","Yes","Help suggestions","Likely","Very unlikely","Neither likely nor unlikely","Neither significant or insignificant","No","N/A","No","N/A"
"126",0,0,0,0,0,0,"Larivee, Brandon","Commercial fisherman","Yes","29","N/A","Poor","Moderately pressing","Good","Yes","Open Response","N/A","Brunswick Dock","Yes","10","N/A","No","N/A","N/A","Yes","Yes","Open response","N/A","No","No","Open response","Often (change dock 1 time/3 months)","Yes","Harvest decline explanation","Declining species","Not severe","Yes","Very severe","Georgia Sea Grant","Yes","Name of dock/fisher","Georgia Department of Natural Resources","Reasons for contacting agency","No","N/A","Other (please insert)","Georgia Sea Grant","Problems agencies could help solve","No","N/A","Very unlikely","Very likely","Very likely","Very significantly","No","N/A","No","N/A"
"127",0,0,0,0,0,0,"Carey, Eric","Shellfish gatherer","No","N/A","Open Response","Poor","Not pressing","Very good","Yes","Open Response","N/A","Savannah Dock","Yes","1","N/A","Yes","North of Savannah","Yes","Yes","No","N/A","Open response","No","Yes","Open response","Occasionally (change dock about 1 time/6 months","Yes","Harvest decline explanation","Declining species","Severe","No","N/A","Georgia Shrimping Association (Wild Georgia Shrimp)","Yes","Name of dock/fisher","Other (please insert)","Reasons for contacting agency","No","N/A","Southern Shrimp Alliance","Georgia Department of Natural Resources","Problems agencies could help solve","No","N/A","Unlikely","Very likely","Very likely","Very insignificantly","No","N/A","No","N/A"
"128",0,0,0,0,0,0,"Ulibarri, Luisa","Commercial crabbers or dealer","No","N/A","Open Response","Very Poor","Slightly pressing","Good","Yes","Open Response","N/A","Brunswick Dock","No","N/A","25","No","N/A","N/A","Yes","Yes","Open response","N/A","No","Yes","Open response","Often (change dock 1 time/3 months)","No","N/A","N/A","N/A","Yes","Very not severe","Southern Shrimp Alliance","Yes","Name of dock/fisher","Georgia Shrimping Association (Wild Georgia Shrimp)","Reasons for contacting agency","No","N/A","Georgia Sea Grant","Georgia Shrimping Association (Wild Georgia Shrimp)","Problems agencies could help solve","No","N/A","Neither likely nor unlikely","Very likely","Likely","Neither significant or insignificant","Yes","Somewhat strong","No","N/A"
"129",0,0,0,0,0,0,"Tucker, Tyrone","Shellfish gatherer","No","N/A","Open Response","Fair","Pressing","Very Poor","No","N/A","Open Response","Piedmont Dock","No","N/A","0","No","N/A","N/A","No","N/A","N/A","N/A","Yes","No","Open response","Often (change dock 1 time/3 months)","Yes","Harvest decline explanation","Declining species","Very not severe","No","N/A","Georgia Sea Grant","Yes","Name of dock/fisher","Southern Shrimp Alliance","Reasons for contacting agency","Yes","Benefit from attendance explained","Southern Shrimp Alliance","Southern Shrimp Alliance","Problems agencies could help solve","Yes","Help suggestions","Unlikely","Unlikely","Unlikely","Very significantly","No","N/A","No","N/A"
"130",0,0,0,0,0,0,"Robbs, Moses","Commercial crabbers or dealer","Yes","4","N/A","Poor","Moderately pressing","Very good","Yes","Open Response","N/A","St. Simons Dock","No","N/A","7","Yes","Between Sapelo Island and Savannah","No","No","N/A","N/A","N/A","Yes","Yes","Open response","Often (change dock 1 time/3 months)","Yes","Harvest decline explanation","Declining species","Neither","No","N/A","Southern Shrimp Alliance","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Other (please insert)","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Very likely","Likely","Very likely","Very significantly","No","N/A","Yes","South of Jekyll Island"
"131",0,0,0,0,0,0,"Alvarado, Raymond","Commercial crabbers or dealer","No","N/A","Open Response","Fair","Slightly pressing","Fair","Yes","Open Response","N/A","Jekyll Dock","Yes","25","N/A","No","N/A","N/A","No","N/A","N/A","N/A","Yes","Yes","Open response","Rarely (change dock 1 time per 9 months","No","N/A","N/A","N/A","No","N/A","Georgia Shrimping Association (Wild Georgia Shrimp)","Yes","Name of dock/fisher","Georgia Department of Natural Resources","Reasons for contacting agency","No","N/A","Georgia Shrimping Association (Wild Georgia Shrimp)","Georgia Department of Natural Resources","Problems agencies could help solve","No","N/A","Likely","Likely","Very likely","Insignificantly","Yes","Somewhat strong","Yes","Between St. Simons Island and Jekyll Island"
"132",0,0,0,0,0,0,"Williams, Easton","Commercial fisherman","Yes","7","N/A","Very good","Slightly pressing","Very Poor","Yes","Open Response","N/A","South GA Dock","No","N/A","18","Yes","North of Savannah","No","Yes","Yes","Open response","N/A","Yes","No","Open response","Occasionally (change dock about 1 time/6 months","No","N/A","N/A","N/A","No","N/A","Georgia Department of Natural Resources","Yes","Name of dock/fisher","Other (please insert)","Reasons for contacting agency","No","N/A","Georgia Shrimping Association (Wild Georgia Shrimp)","Georgia Sea Grant","Problems agencies could help solve","No","N/A","Very unlikely","Very likely","Unlikely","Very significantly","Yes","Very strong","Yes","Between Sapelo Island and Savannah"
"133",0,0,0,0,0,0,"Orendorf, James","Dock and fish house","Yes","6","N/A","Very Poor","Not pressing","Poor","No","N/A","Open Response","Jekyll Dock","Yes","2","N/A","Yes","Between St. Simons Island and Jekyll Island","Yes","No","N/A","N/A","N/A","No","Yes","Open response","Rarely (change dock 1 time per 9 months","No","N/A","N/A","N/A","No","N/A","Southern Shrimp Alliance","Yes","Name of dock/fisher","Georgia Shrimping Association (Wild Georgia Shrimp)","Reasons for contacting agency","Yes","Benefit from attendance explained","Other (please insert)","Georgia Department of Natural Resources","Problems agencies could help solve","Yes","Help suggestions","Likely","Very unlikely","Unlikely","Neither significant or insignificant","Yes","Not very strong","Yes","Between St. Simons Island and Sapelo Island"
"134",0,0,0,0,0,0,"Hastings, Savanah","Commercial fisherman","No","N/A","Open Response","Poor","Moderately pressing","Good","Yes","Open Response","N/A","South GA Dock","Yes","15","N/A","No","N/A","N/A","Yes","Yes","Open response","N/A","Yes","Yes","Open response","Occasionally (change dock about 1 time/6 months","No","N/A","N/A","N/A","No","N/A","Southern Shrimp Alliance","Yes","Name of dock/fisher","Southern Shrimp Alliance","Reasons for contacting agency","No","N/A","Georgia Sea Grant","Georgia Shrimping Association (Wild Georgia Shrimp)","Problems agencies could help solve","Yes","Help suggestions","Very likely","Very unlikely","Unlikely","Significantly","Yes","Somewhat strong","No","N/A"
"135",0,0,0,0,0,0,"Graff, Levi","Commercial crabbers or dealer","No","N/A","Open Response","Poor","Moderately pressing","Good","No","N/A","Open Response","South GA Dock","No","N/A","5","No","N/A","N/A","Yes","No","N/A","Open response","No","No","Open response","Very often (change dock 1 or more times/month)","No","N/A","N/A","N/A","No","N/A","Georgia Department of Natural Resources","Yes","Name of dock/fisher","Georgia Sea Grant","Reasons for contacting agency","No","N/A","Georgia Shrimping Association (Wild Georgia Shrimp)","Georgia Sea Grant","Problems agencies could help solve","No","N/A","Very likely","Very likely","Very unlikely","Neither significant or insignificant","Yes","Very strong","No","N/A"
"136",0,0,0,0,0,0,"Hughes, Kebrina","Commercial fisherman","Yes","35","N/A","Poor","Not pressing","Very Poor","No","N/A","Open Response","South GA Dock","Yes","22","N/A","Yes","Between St. Simons Island and Sapelo Island","No","No","N/A","N/A","N/A","No","Yes","Open response","Very rarely (change dock less than 1 time/year","No","N/A","N/A","N/A","Yes","Very severe","Georgia Shrimping Association (Wild Georgia Shrimp)","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Sea Grant","Georgia Sea Grant","Problems agencies could help solve","No","N/A","Very unlikely","Neither likely nor unlikely","Very unlikely","Neither significant or insignificant","No","N/A","Yes","Between St. Simons Island and Jekyll Island"
"137",0,0,0,0,0,0,"Frantz, Alejandra","Commercial fisherman","No","N/A","Open Response","Poor","Moderately pressing","Very good","Yes","Open Response","N/A","Savannah Dock","No","N/A","8","No","N/A","N/A","Yes","No","N/A","Open response","No","No","Open response","Rarely (change dock 1 time per 9 months","No","N/A","N/A","N/A","No","N/A","Other (please insert)","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Shrimping Association (Wild Georgia Shrimp)","Georgia Shrimping Association (Wild Georgia Shrimp)","Problems agencies could help solve","Yes","Help suggestions","Neither likely nor unlikely","Unlikely","Likely","Very significantly","No","N/A","Yes","Between Sapelo Island and Savannah"
"138",0,0,0,0,0,0,"Kurowski, Kenneth","Commercial fisherman","No","N/A","Open Response","Poor","Slightly pressing","Very good","Yes","Open Response","N/A","Brunswick Dock","No","N/A","22","Yes","Between St. Simons Island and Jekyll Island","No","Yes","Yes","Open response","N/A","Yes","Yes","Open response","Very rarely (change dock less than 1 time/year","No","N/A","N/A","N/A","No","N/A","Other (please insert)","Yes","Name of dock/fisher","Georgia Shrimping Association (Wild Georgia Shrimp)","Reasons for contacting agency","Yes","Benefit from attendance explained","Southern Shrimp Alliance","Georgia Sea Grant","Problems agencies could help solve","No","N/A","Very likely","Unlikely","Unlikely","Significantly","Yes","Very strong","No","N/A"
"139",0,0,0,0,0,0,"Lewis, Nickolas","Shellfish gatherer","Yes","12","N/A","Very good","Moderately pressing","Good","Yes","Open Response","N/A","Derrien Dock","No","N/A","4","Yes","South of Jekyll Island","Yes","No","N/A","N/A","N/A","No","No","Open response","Often (change dock 1 time/3 months)","Yes","Harvest decline explanation","Declining species","Very not severe","Yes","Severe","Georgia Sea Grant","No","N/A","N/A","Reasons for contacting agency","No","N/A","Georgia Department of Natural Resources","Other (please insert)","Problems agencies could help solve","Yes","Help suggestions","Neither likely nor unlikely","Unlikely","Very likely","Very significantly","No","N/A","Yes","North of Savannah"
"140",0,0,0,0,0,0,"Jimenez, Araceli","Commercial fisherman","Yes","26","N/A","Very good","Pressing","Fair","No","N/A","Open Response","Derrien Dock","Yes","18","N/A","No","N/A","N/A","Yes","Yes","Open response","N/A","No","Yes","Open response","Rarely (change dock 1 time per 9 months","Yes","Harvest decline explanation","Declining species","Neither","Yes","Neither","Georgia Department of Natural Resources","No","N/A","N/A","Reasons for contacting agency","No","N/A","Georgia Shrimping Association (Wild Georgia Shrimp)","Georgia Shrimping Association (Wild Georgia Shrimp)","Problems agencies could help solve","No","N/A","Very likely","Likely","Likely","Neither significant or insignificant","No","N/A","No","N/A"
"141",0,0,0,0,0,0,"Panish, Madeline","Commercial fisherman","No","N/A","Open Response","Fair","Slightly pressing","Very good","Yes","Open Response","N/A","Derrien Dock","No","N/A","23","No","N/A","N/A","Yes","No","N/A","Open response","No","No","Open response","Occasionally (change dock about 1 time/6 months","No","N/A","N/A","N/A","No","N/A","Georgia Shrimping Association (Wild Georgia Shrimp)","No","N/A","N/A","Reasons for contacting agency","No","N/A","Other (please insert)","Georgia Sea Grant","Problems agencies could help solve","No","N/A","Very unlikely","Unlikely","Very unlikely","Very significantly","No","N/A","Yes","Between St. Simons Island and Jekyll Island"
"142",0,0,0,0,0,0,"Russell, Tianna","Commercial crabbers or dealer","Yes","2","N/A","Fair","Slightly pressing","Poor","Yes","Open Response","N/A","Piedmont Dock","Yes","6","N/A","No","N/A","N/A","No","N/A","N/A","N/A","Yes","Yes","Open response","Very rarely (change dock less than 1 time/year","Yes","Harvest decline explanation","Declining species","Severe","Yes","Not severe","Other (please insert)","Yes","Name of dock/fisher","Other (please insert)","Reasons for contacting agency","No","N/A","Georgia Sea Grant","Georgia Shrimping Association (Wild Georgia Shrimp)","Problems agencies could help solve","No","N/A","Very unlikely","Very likely","Very likely","Very significantly","No","N/A","Yes","Between Sapelo Island and Savannah"
"143",0,0,0,0,0,0,"Martinez, Cory","Commercial crabbers or dealer","Yes","8","N/A","Very Poor","Not pressing","Very good","No","N/A","Open Response","St. Simons Dock","No","N/A","24","Yes","Between St. Simons Island and Jekyll Island","Yes","No","N/A","N/A","N/A","No","Yes","Open response","Rarely (change dock 1 time per 9 months","No","N/A","N/A","N/A","Yes","Very not severe","Other (please insert)","Yes","Name of dock/fisher","Georgia Shrimping Association (Wild Georgia Shrimp)","Reasons for contacting agency","No","N/A","Georgia Sea Grant","Other (please insert)","Problems agencies could help solve","Yes","Help suggestions","Very likely","Very likely","Likely","Insignificantly","No","N/A","No","N/A"
"144",0,0,0,0,0,0,"Hunsaker, Bradley","Shellfish gatherer","No","N/A","Open Response","Very good","Not pressing","Very Poor","Yes","Open Response","N/A","South GA Dock","No","N/A","10","No","N/A","N/A","No","N/A","N/A","N/A","Yes","Yes","Open response","Often (change dock 1 time/3 months)","Yes","Harvest decline explanation","Declining species","Very not severe","Yes","Severe","Southern Shrimp Alliance","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Sea Grant","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Very likely","Neither likely nor unlikely","Unlikely","Insignificantly","No","N/A","No","N/A"
"145",0,0,0,0,0,0,"Jones, Taj","Commercial fisherman","Yes","20","N/A","Good","Moderately pressing","Fair","Yes","Open Response","N/A","Piedmont Dock","Yes","11","N/A","Yes","Between Sapelo Island and Savannah","Yes","Yes","No","N/A","Open response","No","No","Open response","Occasionally (change dock about 1 time/6 months","No","N/A","N/A","N/A","No","N/A","Georgia Sea Grant","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Other (please insert)","Georgia Department of Natural Resources","Problems agencies could help solve","No","N/A","Unlikely","Neither likely nor unlikely","Unlikely","Neither significant or insignificant","Yes","Not very strong","Yes","South of Jekyll Island"
"146",0,0,0,0,0,0,"Denham, Andrew","Commercial fisherman","Yes","40","N/A","Very Poor","Moderately pressing","Poor","Yes","Open Response","N/A","South GA Dock","No","N/A","15","Yes","Between St. Simons Island and Sapelo Island","No","Yes","Yes","Open response","N/A","Yes","No","Open response","Rarely (change dock 1 time per 9 months","No","N/A","N/A","N/A","Yes","Very severe","Georgia Shrimping Association (Wild Georgia Shrimp)","No","N/A","N/A","Reasons for contacting agency","No","N/A","Southern Shrimp Alliance","Other (please insert)","Problems agencies could help solve","No","N/A","Very unlikely","Neither likely nor unlikely","Likely","Significantly","Yes","Somewhat strong","No","N/A"
"147",0,0,0,0,0,0,"Oberndorfer, Drayven","Commercial fisherman","Yes","32","N/A","Very Poor","Moderately pressing","Good","Yes","Open Response","N/A","St. Simons Dock","No","N/A","6","No","N/A","N/A","Yes","No","N/A","Open response","Yes","Yes","Open response","Very often (change dock 1 or more times/month)","No","N/A","N/A","N/A","Yes","Not severe","Georgia Shrimping Association (Wild Georgia Shrimp)","No","N/A","N/A","Reasons for contacting agency","No","N/A","Georgia Shrimping Association (Wild Georgia Shrimp)","Georgia Department of Natural Resources","Problems agencies could help solve","No","N/A","Likely","Very likely","Neither likely nor unlikely","Neither significant or insignificant","No","N/A","Yes","Between Sapelo Island and Savannah"
"148",0,0,0,0,0,0,"King, Brendon","Commercial crabbers or dealer","Yes","24","N/A","Fair","Moderately pressing","Poor","Yes","Open Response","N/A","St. Simons Dock","No","N/A","12","Yes","Between St. Simons Island and Jekyll Island","No","No","N/A","N/A","N/A","No","Yes","Open response","Occasionally (change dock about 1 time/6 months","No","N/A","N/A","N/A","Yes","Very not severe","Other (please insert)","Yes","Name of dock/fisher","Georgia Shrimping Association (Wild Georgia Shrimp)","Reasons for contacting agency","No","N/A","Southern Shrimp Alliance","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Very unlikely","Unlikely","Very likely","Very significantly","Yes","Not very strong","Yes","Between St. Simons Island and Sapelo Island"
"149",0,0,0,0,0,0,"Vasquez, Brianna","Shellfish gatherer","No","N/A","Open Response","Poor","Very pressing","Good","Yes","Open Response","N/A","Piedmont Dock","Yes","16","N/A","Yes","South of Jekyll Island","Yes","Yes","No","N/A","Open response","No","Yes","Open response","Very rarely (change dock less than 1 time/year","No","N/A","N/A","N/A","Yes","Severe","Georgia Sea Grant","No","N/A","N/A","Reasons for contacting agency","No","N/A","Southern Shrimp Alliance","Other (please insert)","Problems agencies could help solve","Yes","Help suggestions","Likely","Neither likely nor unlikely","Likely","Very significantly","No","N/A","No","N/A"
"150",0,0,0,0,0,0,"Spetnagel, Cheyenne","Commercial fisherman","Yes","36","N/A","Very Poor","Moderately pressing","Poor","No","N/A","Open Response","Jekyll Dock","Yes","19","N/A","No","N/A","N/A","No","N/A","N/A","N/A","No","No","Open response","Very rarely (change dock less than 1 time/year","No","N/A","N/A","N/A","Yes","Neither","Other (please insert)","No","N/A","N/A","Reasons for contacting agency","No","N/A","Southern Shrimp Alliance","Other (please insert)","Problems agencies could help solve","No","N/A","Likely","Likely","Likely","Significantly","No","N/A","No","N/A"
"151",0,0,0,0,0,0,"Mitchell, Tya","Commercial crabbers or dealer","Yes","1","N/A","Good","Not pressing","Good","No","N/A","Open Response","Derrien Dock","No","N/A","1","Yes","Between St. Simons Island and Sapelo Island","Yes","No","N/A","N/A","N/A","Yes","Yes","Open response","Often (change dock 1 time/3 months)","Yes","Harvest decline explanation","Declining species","Not severe","No","N/A","Georgia Department of Natural Resources","Yes","Name of dock/fisher","Georgia Department of Natural Resources","Reasons for contacting agency","No","N/A","Southern Shrimp Alliance","Georgia Shrimping Association (Wild Georgia Shrimp)","Problems agencies could help solve","No","N/A","Very unlikely","Neither likely nor unlikely","Unlikely","Very significantly","Yes","Not very strong","Yes","Between St. Simons Island and Jekyll Island"
"152",0,0,0,0,0,0,"Tomas, Antonio","Commercial fisherman","No","N/A","Open Response","Very good","Slightly pressing","Fair","No","N/A","Open Response","South GA Dock","Yes","10","N/A","Yes","North of Savannah","No","Yes","Yes","Open response","N/A","No","No","Open response","Very often (change dock 1 or more times/month)","Yes","Harvest decline explanation","Declining species","Severe","Yes","Not severe","Georgia Department of Natural Resources","Yes","Name of dock/fisher","Other (please insert)","Reasons for contacting agency","No","N/A","Georgia Shrimping Association (Wild Georgia Shrimp)","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Likely","Neither likely nor unlikely","Neither likely nor unlikely","Very significantly","No","N/A","Yes","Between Sapelo Island and Savannah"
"153",0,0,0,0,0,0,"Amos, Jacob","Commercial crabbers or dealer","No","N/A","Open Response","Poor","Moderately pressing","Very Poor","No","N/A","Open Response","Derrien Dock","No","N/A","2","No","N/A","N/A","No","N/A","N/A","N/A","Yes","Yes","Open response","Occasionally (change dock about 1 time/6 months","No","N/A","N/A","N/A","Yes","Very not severe","Southern Shrimp Alliance","No","N/A","N/A","Reasons for contacting agency","No","N/A","Other (please insert)","Georgia Shrimping Association (Wild Georgia Shrimp)","Problems agencies could help solve","Yes","Help suggestions","Unlikely","Very likely","Likely","Very insignificantly","Yes","Very strong","Yes","Between St. Simons Island and Sapelo Island"
"154",0,0,0,0,0,0,"Burnley, Desiray","Commercial fisherman","No","N/A","Open Response","Very good","Not pressing","Good","No","N/A","Open Response","Savannah Dock","No","N/A","25","No","N/A","N/A","Yes","Yes","Open response","N/A","No","No","Open response","Occasionally (change dock about 1 time/6 months","No","N/A","N/A","N/A","Yes","Severe","Other (please insert)","No","N/A","N/A","Reasons for contacting agency","No","N/A","Georgia Sea Grant","Other (please insert)","Problems agencies could help solve","Yes","Help suggestions","Likely","Very unlikely","Very unlikely","Insignificantly","Yes","Not very strong","Yes","North of Savannah"
"155",0,0,0,0,0,0,"Lopez, Sarahi","Commercial fisherman","Yes","17","N/A","Poor","Moderately pressing","Very good","No","N/A","Open Response","South GA Dock","Yes","4","N/A","No","N/A","N/A","No","N/A","N/A","N/A","No","Yes","Open response","Often (change dock 1 time/3 months)","Yes","Harvest decline explanation","Declining species","Neither","Yes","Neither","Southern Shrimp Alliance","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Shrimping Association (Wild Georgia Shrimp)","Southern Shrimp Alliance","Problems agencies could help solve","No","N/A","Likely","Likely","Likely","Very insignificantly","Yes","Somewhat strong","Yes","South of Jekyll Island"
"156",0,0,0,0,0,0,"Hankins, Trenton","Dock and fish house","Yes","19","N/A","Good","Pressing","Good","No","N/A","Open Response","Derrien Dock","No","N/A","7","Yes","Between St. Simons Island and Sapelo Island","No","Yes","Yes","Open response","N/A","No","No","Open response","Often (change dock 1 time/3 months)","Yes","Harvest decline explanation","Declining species","Not severe","Yes","Very severe","Georgia Department of Natural Resources","Yes","Name of dock/fisher","Georgia Department of Natural Resources","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Sea Grant","Other (please insert)","Problems agencies could help solve","Yes","Help suggestions","Likely","Unlikely","Likely","Insignificantly","Yes","Very strong","Yes","Between St. Simons Island and Jekyll Island"
"157",0,0,0,0,0,0,"Shields, Xavior","Commercial fisherman","No","N/A","Open Response","Very Poor","Not pressing","Good","No","N/A","Open Response","South GA Dock","Yes","25","N/A","No","N/A","N/A","No","N/A","N/A","N/A","No","Yes","Open response","Often (change dock 1 time/3 months)","Yes","Harvest decline explanation","Declining species","Severe","Yes","Not severe","Southern Shrimp Alliance","Yes","Name of dock/fisher","Other (please insert)","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Shrimping Association (Wild Georgia Shrimp)","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Very unlikely","Very unlikely","Unlikely","Insignificantly","Yes","Not very strong","Yes","Between Sapelo Island and Savannah"
