"","ego","alter","alter_type","q1.years.known.eiq","q2.years.worked.with.eiq","q3a.wk.relationship.eiq","q3b.wk.relationship.other.eiq","q4a.work.interaction.freq.eiq","q4b.personal.interaction.freq.eiq","q5a.likely.discuss.env.issues.eiq","q5b.likely.discuss.env.issues.exp.eiq","q6a.likely.discuss.econ.issues.eiq","q6b.likely.discuss.econ.issues.exp.eiq","q7a.likely.discuss.comm.issues.eiq","q7b.likely.discuss.comm.issues.exp.eiq","q8a.likely.discuss.gvmtresources.issues.eiq","q8b.likely.discuss.gvmtresources.issues.exp.eiq","q9a.likely.discuss.fedagency.issues.eiq","q9b.likely.discuss.fedagency.issues.exp.eiq","q10.difficulty.selling.catch.eiq","q11.indiv.contact.agency.eiq","q12a.related.indiv.eiq","q12b.related.descriptor.eiq","q12c.related.descriptor.other.eiq","q13.positive.wk.relationship.eiq","q14.wk.relationship.quality.eiq","q15.sust.industry.contribution.eiq","q16.trust.level.eiq","q17.willingness.to.wk.with.eiq"
"645","Vasquez, Brianna","Alvarez, Cynthia","Shared-Profession",8,7,"Colleague","N/A","A few times per week","Bi-weekly (every other week)",8,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",7,"Explain why (not) discuss government resource availability issues",7,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Child","N/A","Strongly disagree",1,"Strongly disagree",0,0
"646","Spetnagel, Cheyenne","Radebaugh, Angel","Shared-Profession",8,5,"Colleague","N/A","A few times per month","A few times per month",0,"Explain why (not) discuss environmental issues",5,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",1,"Explain why (not) discuss government resource availability issues",7,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Other (please specify)","Explain","Disagree",2,"Strongly agree",6,5
"647","Spetnagel, Cheyenne","Gonzales, Dionisio","Shared-Profession",27,10,"Colleague","N/A","Less than once per month","Bi-weekly (every other week)",1,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",0,"Explain why (not) discuss communication issues",7,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","No","No","Yes","Child","N/A","Agree",6,"Neither agree nor disagree",7,2
"648","Spetnagel, Cheyenne","Chacon, Julissa","Shared-Profession",14,5,"Colleague","N/A","A few times per week","Less than once per month",6,"Explain why (not) discuss environmental issues",1,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Child","N/A","Neither agree nor disagree",5,"Neither agree nor disagree",0,2
"649","Spetnagel, Cheyenne","Steine, Kassidy","Shared-Profession",18,14,"Colleague","N/A","Bi-weekly (every other week)","Less than once per month",9,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",7,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Cousin","N/A","Neither agree nor disagree",2,"Strongly agree",2,2
"650","Mitchell, Tya","Wampler, Aaron","In-Network",21,2,"Employer","N/A","Weekly","Daily",5,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",3,"Explain why (not) discuss communication issues",9,"Explain why (not) discuss government resource availability issues",0,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Agree",7,"Disagree",7,7
"651","Mitchell, Tya","Fernandez, Joel","In-Network",9,5,"Employee","N/A","Monthly","A few times per month",3,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",3,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",6,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Strongly agree",9,"Strongly agree",7,7
"652","Mitchell, Tya","Park, Isaac","Out-Network",22,10,"Other (please specify)","Professional relationship explanation","A few times per month","Monthly",3,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",10,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",0,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Disagree",2,"Strongly agree",8,8
"653","Mitchell, Tya","Marshall, Lauren","Shared-Profession",24,18,"Colleague","N/A","Less than once per month","Weekly",9,"Explain why (not) discuss environmental issues",5,"Explain why (not) discuss economic issues",1,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",0,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Other (please specify)","Explain","Strongly agree",2,"Disagree",2,9
"654","Mitchell, Tya","Graff, Levi","Shared-Profession",8,7,"Colleague","N/A","Daily","Monthly",0,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",1,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Agree",6,"Agree",9,1
"655","Mitchell, Tya","Wells, Natnael","Shared-Profession",12,7,"Colleague","N/A","Weekly","Weekly",3,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",1,"Explain why (not) discuss communication issues",8,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Neither agree nor disagree",4,"Strongly agree",7,9
"656","Mitchell, Tya","Fuller, Nicole","Shared-Profession",1,1,"Colleague","N/A","Daily","Bi-weekly (every other week)",8,"Explain why (not) discuss environmental issues",10,"Explain why (not) discuss economic issues",3,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",9,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Neither agree nor disagree",0,"Agree",0,6
"657","Tomas, Antonio","Asmerom, Yazmine","In-Network",17,6,"Employee","N/A","Monthly","A few times per week",6,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",6,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Strongly disagree",4,"Strongly agree",8,2
"658","Tomas, Antonio","Biolchini, Dylan","Shared-Profession",16,10,"Colleague","N/A","Less than once per month","Bi-weekly (every other week)",3,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",0,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Agree",3,"Agree",8,6
"659","Tomas, Antonio","Powell, Vashti","Shared-Profession",5,4,"Colleague","N/A","A few times per week","Daily",0,"Explain why (not) discuss environmental issues",0,"Explain why (not) discuss economic issues",3,"Explain why (not) discuss communication issues",1,"Explain why (not) discuss government resource availability issues",0,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Other (please specify)","Explain","Agree",4,"Agree",3,4
"660","Tomas, Antonio","Adam, Mariah","Shared-Profession",29,24,"Colleague","N/A","Less than once per month","A few times per month",0,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",1,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Disagree",7,"Disagree",2,2
"661","Tomas, Antonio","Panish, Madeline","Shared-Profession",15,4,"Colleague","N/A","A few times per week","Monthly",6,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",7,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","Yes","No","No","N/A","N/A","Strongly disagree",5,"Disagree",1,6
"662","Tomas, Antonio","Kosmerl, Taylor","Shared-Profession",6,3,"Colleague","N/A","Bi-weekly (every other week)","Monthly",7,"Explain why (not) discuss environmental issues",5,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",3,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Other (please specify)","Explain","Neither agree nor disagree",9,"Disagree",3,3
"663","Tomas, Antonio","Flores Ramos, Jasmin","Shared-Profession",28,3,"Colleague","N/A","Monthly","A few times per week",9,"Explain why (not) discuss environmental issues",4,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",9,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Agree",4,"Neither agree nor disagree",6,3
"664","Tomas, Antonio","Cooper, Fatima","Shared-Profession",26,12,"Colleague","N/A","Less than once per month","Less than once per month",0,"Explain why (not) discuss environmental issues",1,"Explain why (not) discuss economic issues",10,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","No","No","Yes","Spouse or partner","N/A","Strongly disagree",1,"Neither agree nor disagree",7,3
"665","Tomas, Antonio","Shackelford, Matthew","Shared-Profession",27,15,"Colleague","N/A","A few times per week","Monthly",6,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Strongly agree",0,"Disagree",1,10
"666","Tomas, Antonio","Trujillo, Eiricka","Shared-Profession",30,21,"Colleague","N/A","A few times per month","Bi-weekly (every other week)",5,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Strongly agree",2,"Disagree",9,7
"667","Tomas, Antonio","Perez, Karen","Shared-Profession",12,8,"Colleague","N/A","A few times per week","Bi-weekly (every other week)",9,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Other (please specify)","Explain","Neither agree nor disagree",5,"Disagree",5,1
"668","Tomas, Antonio","Ramos, Kayla","Shared-Profession",23,22,"Colleague","N/A","Daily","Bi-weekly (every other week)",4,"Explain why (not) discuss environmental issues",4,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",6,"Explain why (not) discuss federal agency issues","Yes","No","No","N/A","N/A","Strongly disagree",1,"Strongly agree",5,3
"669","Tomas, Antonio","Izrailev, Megan","Shared-Profession",1,1,"Colleague","N/A","Less than once per month","Bi-weekly (every other week)",0,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",3,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","No","No","Yes","Parent","N/A","Disagree",8,"Disagree",3,4
"670","Tomas, Antonio","Herrod, Keona","Shared-Profession",11,2,"Colleague","N/A","Bi-weekly (every other week)","Weekly",2,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",9,"Explain why (not) discuss government resource availability issues",2,"Explain why (not) discuss federal agency issues","No","No","Yes","Spouse or partner","N/A","Strongly disagree",1,"Neither agree nor disagree",7,3
"671","Amos, Jacob","Chacon, Julissa","In-Network",14,2,"Employer","N/A","A few times per month","A few times per month",8,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Spouse or partner","N/A","Agree",4,"Strongly disagree",9,5
"672","Amos, Jacob","Dines, Andrew","Out-Network",7,1,"Employee","N/A","A few times per week","A few times per week",2,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",7,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Disagree",2,"Strongly disagree",5,4
"673","Amos, Jacob","Mitchell, Tya","Shared-Profession",17,8,"Colleague","N/A","Bi-weekly (every other week)","Daily",1,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",9,"Explain why (not) discuss communication issues",3,"Explain why (not) discuss government resource availability issues",9,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Strongly agree",7,"Neither agree nor disagree",5,7
"674","Amos, Jacob","King, Brendon","Shared-Profession",13,11,"Colleague","N/A","A few times per month","Daily",5,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",0,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Parent","N/A","Neither agree nor disagree",8,"Strongly agree",4,3
"675","Amos, Jacob","Haqq Anderson, Tehlia","Shared-Profession",16,3,"Colleague","N/A","A few times per month","A few times per month",0,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Strongly agree",9,"Disagree",3,7
"676","Amos, Jacob","Stevenson, Darius","Shared-Profession",14,9,"Colleague","N/A","Bi-weekly (every other week)","Weekly",2,"Explain why (not) discuss environmental issues",5,"Explain why (not) discuss economic issues",3,"Explain why (not) discuss communication issues",3,"Explain why (not) discuss government resource availability issues",7,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Neither agree nor disagree",3,"Disagree",5,0
"677","Burnley, Desiray","Martinez, Luis","In-Network",11,10,"Employer","N/A","A few times per week","Weekly",9,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",9,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Agree",7,"Strongly agree",5,5
"678","Burnley, Desiray","Chang, Antonio","Out-Network",17,4,"Employee","N/A","Bi-weekly (every other week)","Bi-weekly (every other week)",5,"Explain why (not) discuss environmental issues",10,"Explain why (not) discuss economic issues",10,"Explain why (not) discuss communication issues",8,"Explain why (not) discuss government resource availability issues",9,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Neither agree nor disagree",0,"Strongly agree",8,7
"679","Burnley, Desiray","Radebaugh, Angel","Shared-Profession",13,10,"Colleague","N/A","Daily","Bi-weekly (every other week)",6,"Explain why (not) discuss environmental issues",4,"Explain why (not) discuss economic issues",10,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",0,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Agree",0,"Disagree",5,5
"680","Burnley, Desiray","Oberndorfer, Drayven","Shared-Profession",25,13,"Colleague","N/A","Bi-weekly (every other week)","Daily",8,"Explain why (not) discuss environmental issues",1,"Explain why (not) discuss economic issues",4,"Explain why (not) discuss communication issues",8,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Other (please specify)","Explain","Strongly disagree",5,"Disagree",2,0
"681","Lopez, Sarahi","Izrailev, Megan","Shared-Profession",22,15,"Colleague","N/A","Less than once per month","Monthly",10,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",10,"Explain why (not) discuss communication issues",1,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","No","No","Yes","Other (please specify)","Explain","Disagree",4,"Neither agree nor disagree",4,0
"682","Lopez, Sarahi","Adams, Dior","Shared-Profession",9,1,"Colleague","N/A","A few times per month","Bi-weekly (every other week)",7,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",1,"Explain why (not) discuss communication issues",3,"Explain why (not) discuss government resource availability issues",7,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Strongly disagree",3,"Agree",9,9
"683","Lopez, Sarahi","Lopez, Paige","Shared-Profession",2,1,"Colleague","N/A","Monthly","Bi-weekly (every other week)",2,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",1,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Other (please specify)","Explain","Disagree",5,"Strongly agree",9,10
"684","Lopez, Sarahi","Smith, Xavion","Shared-Profession",3,1,"Colleague","N/A","Weekly","Daily",3,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",1,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","No","No","Yes","Cousin","N/A","Strongly disagree",2,"Strongly disagree",5,2
"685","Lopez, Sarahi","Trujillo, Eiricka","Shared-Profession",7,2,"Colleague","N/A","Less than once per month","A few times per month",7,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",3,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Disagree",4,"Strongly disagree",0,0
"686","Hankins, Trenton","Ha, Nam","Out-Network",25,21,"Employer","N/A","A few times per month","Less than once per month",2,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",0,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Disagree",10,"Disagree",2,10
"687","Hankins, Trenton","Johnson, Sha'Celeste","Shared-Profession",21,2,"Colleague","N/A","Less than once per month","A few times per month",8,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Strongly disagree",5,"Strongly agree",6,0
"688","Hankins, Trenton","Thomas, Aimis","Shared-Profession",25,7,"Colleague","N/A","Bi-weekly (every other week)","Less than once per month",10,"Explain why (not) discuss environmental issues",5,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",6,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Neither agree nor disagree",6,"Strongly agree",6,0
"689","Shields, Xavior","Gibbs, Jayde","Shared-Profession",15,4,"Colleague","N/A","Monthly","Bi-weekly (every other week)",2,"Explain why (not) discuss environmental issues",4,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",9,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Cousin","N/A","Disagree",0,"Strongly disagree",2,10
"690","Shields, Xavior","Cabral, Travis","Shared-Profession",25,24,"Colleague","N/A","A few times per month","Monthly",7,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Other (please specify)","Explain","Disagree",0,"Agree",5,1
"691","Romero, Nicholas","Paskell, Kaley","In-Network",5,2,"Other (please specify)","Professional relationship explanation","Weekly","Weekly",10,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",9,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Other (please specify)","Explain","Neither agree nor disagree",1,"Disagree",10,5
"692","Romero, Nicholas","White, Lucas","Shared-Profession",24,2,"Colleague","N/A","A few times per month","Monthly",4,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",1,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",0,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Agree",10,"Strongly agree",1,4
"693","Romero, Nicholas","Malone, John","Shared-Profession",24,17,"Colleague","N/A","Less than once per month","Monthly",5,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Child","N/A","Disagree",1,"Strongly disagree",7,0
"694","Romero, Nicholas","Mclean, Tyler","Shared-Profession",1,1,"Colleague","N/A","Daily","A few times per month",7,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",9,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Parent","N/A","Strongly disagree",5,"Strongly agree",3,7
"695","Romero, Nicholas","Alvarez, Cynthia","Shared-Profession",9,4,"Colleague","N/A","A few times per month","Daily",3,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",3,"Explain why (not) discuss government resource availability issues",9,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Child","N/A","Strongly agree",10,"Strongly agree",8,7
"696","Sebastiani, Katie","Fuller, Nicole","Shared-Profession",12,2,"Colleague","N/A","A few times per week","Weekly",1,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",6,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Spouse or partner","N/A","Strongly disagree",4,"Strongly agree",9,6
"697","Jackson, Abenezer","Murtari, Kristina","Out-Network",20,8,"Other (please specify)","Professional relationship explanation","Weekly","Monthly",1,"Explain why (not) discuss environmental issues",10,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Disagree",9,"Strongly agree",9,5
"698","Jackson, Abenezer","Marynowski, Xavier","Out-Network",15,1,"Employer","N/A","Weekly","Daily",3,"Explain why (not) discuss environmental issues",5,"Explain why (not) discuss economic issues",0,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",2,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Agree",5,"Strongly disagree",8,2
"699","Jackson, Abenezer","Willingham, Aspen","Shared-Profession",26,12,"Colleague","N/A","A few times per week","Weekly",0,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",7,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Agree",8,"Disagree",7,10
"700","Jackson, Abenezer","Radebaugh, Angel","Shared-Profession",13,8,"Colleague","N/A","Less than once per month","Weekly",0,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",1,"Explain why (not) discuss communication issues",9,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","No","No","Yes","Spouse or partner","N/A","Agree",6,"Strongly agree",2,1
"701","Jackson, Abenezer","Shackelford, Matthew","Shared-Profession",13,8,"Colleague","N/A","Monthly","Bi-weekly (every other week)",9,"Explain why (not) discuss environmental issues",0,"Explain why (not) discuss economic issues",1,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Strongly disagree",6,"Strongly disagree",5,9
"702","Jackson, Abenezer","Adam, Mariah","Shared-Profession",12,3,"Colleague","N/A","Weekly","A few times per week",3,"Explain why (not) discuss environmental issues",1,"Explain why (not) discuss economic issues",4,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",2,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Spouse or partner","N/A","Neither agree nor disagree",3,"Disagree",4,3
"703","Jackson, Abenezer","Ayon, Emma","Shared-Profession",26,24,"Colleague","N/A","Less than once per month","Bi-weekly (every other week)",6,"Explain why (not) discuss environmental issues",5,"Explain why (not) discuss economic issues",0,"Explain why (not) discuss communication issues",9,"Explain why (not) discuss government resource availability issues",2,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Child","N/A","Strongly agree",7,"Disagree",9,9
"704","Jackson, Abenezer","Hajek, J","Shared-Profession",18,1,"Colleague","N/A","Bi-weekly (every other week)","A few times per week",6,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",4,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",0,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Disagree",4,"Neither agree nor disagree",9,9
"705","Cruz, Ilysia","Marks, Jared","Out-Network",9,6,"Employee","N/A","Weekly","Daily",3,"Explain why (not) discuss environmental issues",5,"Explain why (not) discuss economic issues",4,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Agree",8,"Disagree",3,7
"706","Cruz, Ilysia","Shackelford, Matthew","Shared-Profession",1,1,"Colleague","N/A","Daily","A few times per week",0,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",4,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Parent","N/A","Strongly disagree",5,"Neither agree nor disagree",1,6
"707","Cruz, Ilysia","Joiner, Hylas","Shared-Profession",11,4,"Colleague","N/A","Bi-weekly (every other week)","Less than once per month",10,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",10,"Explain why (not) discuss communication issues",9,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Other (please specify)","Explain","Neither agree nor disagree",10,"Disagree",6,7
"708","Cruz, Ilysia","Yanez, Walter","Shared-Profession",19,10,"Colleague","N/A","Less than once per month","Monthly",5,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",4,"Explain why (not) discuss communication issues",1,"Explain why (not) discuss government resource availability issues",0,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Child","N/A","Strongly disagree",9,"Strongly disagree",1,9
"709","Cruz, Ilysia","Gonzales, Stephanie","Shared-Profession",7,3,"Colleague","N/A","Less than once per month","Less than once per month",3,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",3,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","No","No","Yes","Child","N/A","Neither agree nor disagree",9,"Neither agree nor disagree",5,0
"710","Till, David","Ison, Dashanae","In-Network",1,1,"Employer","N/A","Monthly","Monthly",1,"Explain why (not) discuss environmental issues",4,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",7,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Parent","N/A","Agree",4,"Strongly agree",8,8
"711","Till, David","Curtis, Ira","Out-Network",1,1,"Employee","N/A","Daily","Bi-weekly (every other week)",5,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",0,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","Yes","No","No","N/A","N/A","Neither agree nor disagree",4,"Disagree",5,9
"712","Till, David","Ray, Phoenix","Out-Network",7,3,"Other (please specify)","Professional relationship explanation","Weekly","Weekly",0,"Explain why (not) discuss environmental issues",0,"Explain why (not) discuss economic issues",3,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",6,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Spouse or partner","N/A","Agree",0,"Agree",1,4
"713","Till, David","Kassahun, Jonathan","Shared-Profession",9,3,"Colleague","N/A","A few times per month","Daily",0,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",10,"Explain why (not) discuss communication issues",9,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","No","No","Yes","Cousin","N/A","Strongly disagree",2,"Strongly agree",9,9
